ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,
41080,1,4,80,2,20,8,2,6,1,2,6,1,2,3,1,0,2,1,0,1,0,0,0,3,2,3,2,0,1,1,0,2,0,1,0,shame,2,3,410806,"I was wearing slippery shoes and I tumbled down in a place where 
there were many people walking by.",1,
41080,1,4,80,2,20,8,2,6,1,2,7,1,4,4,0,0,0,0,0,0,0,0,0,2,3,1,3,2,1,2,0,1,2,0,0,guilt,4,4,410807,"I ate a Runeberg's cake, though I knew that I would immediately 
put on a kilo.",1,
81001,1,8,1,2,22,2,2,6,6,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,0,0,0,0,0,fear,1,3,810012,"At about nine p.m., I went home by bike on a dark cycle-track; 
because of lack of time I had to take the short-cut.",1,
81036,1,8,36,2,20,2,2,5,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,1,fear,1,2,810362,"Once I had to go home on foot at 5 a.m. I had to pass through a 
forest and I was going alone.",1,
81036,1,8,36,2,20,2,2,5,1,1,3,1,2,3,0,0,0,1,0,0,0,0,0,1,2,3,3,0,1,3,0,0,0,1,0,anger,2,3,810363,"I missed the train and had to wait for the next for two hours due to which I missed an appointment which had been very
important for me.",1,
81036,1,8,36,2,20,2,2,5,1,1,4,1,4,3,1,1,0,1,0,0,1,0,0,2,3,3,0,0,4,1,0,2,0,0,2,sadness,4,3,810364,When my grandmother died. I had lived with her for ten years.,1,
81036,1,8,36,2,20,2,2,5,1,1,5,3,4,3,4,1,0,3,-1,0,0,1,2,1,1,3,0,3,3,2,3,0,1,3,1,disgust,4,3,810365,"When I went home by train from Sicilia, I was molested by a man.",1,
81036,1,8,36,2,20,2,2,5,1,1,6,1,1,2,2,1,2,1,0,0,0,0,2,2,1,3,3,0,1,5,3,0,1,2,1,shame,1,2,810366,"I lied to someone and some time later this person found out that 
I had not told him the truth.",1,
81036,1,8,36,2,20,2,2,5,1,1,7,2,3,2,0,0,0,0,0,0,0,0,1,2,1,3,3,0,3,5,0,0,1,2,0,guilt,3,2,810367,"I had to decline an appointment which had been very important for 
the other person. For this reason we even got into trouble.",1,
81037,1,8,37,2,19,2,2,2,1,1,1,2,4,3,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2,4,0,3,3,3,0,joy,4,3,810371,"A person with whom I had been on bad terms, gave me a present. We 
became reconciled.",1,
81037,1,8,37,2,19,2,2,2,1,1,2,3,4,2,2,1,-1,2,0,0,0,0,1,1,1,3,3,0,4,5,0,0,3,3,1,fear,4,2,810372,"A friend's father had died, I was to come and see this friend 
although I did not know his family.",1,
81037,1,8,37,2,19,2,2,2,1,1,3,3,2,3,0,0,0,2,-1,0,0,0,0,2,1,3,3,3,0,2,2,0,1,0,0,anger,2,3,810373,"I was watching TV with a friend. After the first film I wanted to 
watch another film on the same channel. My friend switched over 
to the other cannel without asking me what I wanted.",1,
81037,1,8,37,2,19,2,2,2,1,1,4,4,4,3,0,1,-1,2,-1,0,1,0,1,2,2,3,3,0,0,3,0,1,1,3,2,sadness,4,3,810374,My boy-friend an I seperated on his initiative.,1,
81037,1,8,37,2,19,2,2,2,1,1,5,2,3,2,1,1,-1,2,0,0,0,0,0,1,1,3,0,0,2,4,3,0,1,0,1,disgust,3,2,810375,"A friend's boy-friend treated her very badly, let her serve him, 
provoked her and just utilized her.",1,
81037,1,8,37,2,19,2,2,2,1,1,6,2,1,2,1,1,2,2,0,0,0,0,1,2,2,3,0,1,1,5,2,0,1,3,1,shame,1,2,810376,"I had lied to a person because I had thought that I could not 
tell him the truth. When he found out he was not angry but 
understanding. We talked the whole thing over.",1,
81037,1,8,37,2,19,2,2,2,1,1,7,4,4,2,3,1,0,2,-1,0,1,0,0,2,2,3,0,0,1,2,1,1,3,0,2,guilt,4,2,810377,"I had told a person unpleasant things in a bad manner. He was 
very depressed and caused an accident.",1,
81038,1,8,38,2,24,2,2,8,6,1,1,2,2,3,3,0,1,2,0,1,0,0,0,2,2,1,1,1,1,4,1,3,3,3,0,joy,2,3,810381,"After having considered it for hours I was able to overcome my 
scruples and to call a friend with whom I had fallen in love. I 
realized that my decision was right - and was very glad.",1,
81038,1,8,38,2,24,2,2,8,6,1,2,3,2,4,3,0,2,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,1,0,fear,2,4,810382,"After having slept for a short time I woke up - I had the feeling 
of someone standing beside me and was very frightened. I had to 
turn on the light turn on the light for several minutes before I 
was able to get to sleep again.",1,
81038,1,8,38,2,24,2,2,8,6,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,4,2,2,0,0,0,anger,1,3,810383,"I moved to a flat. A friend who had lived there before, had left 
the flat in a terrible mess. I was very angry about that 
sloppiness and impudence.",1,
81038,1,8,38,2,24,2,2,8,6,1,4,3,4,3,0,0,0,2,0,1,1,0,0,2,2,3,1,0,3,4,0,3,2,0,1,sadness,4,3,810384,"My father had a complicated operation. A long time before and 
also a long time after that, we did not know how he would get 
over it. During all that time I felt very sad.",1,
81038,1,8,38,2,24,2,2,8,6,1,5,1,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,3,4,2,0,2,0,0,disgust,1,3,810385,"It was in a tramway-carriage: A stranger insulted a girl just 
because she blew her nose. I detested his behaviour.",1,
81038,1,8,38,2,24,2,2,8,6,1,6,2,4,4,2,0,2,3,0,1,0,0,1,1,1,3,1,1,0,5,1,3,0,2,0,shame,4,4,810386,"Quite recently I realized that I had had some erroneous views 
about life. For instance, I had always lived for other people, 
had forgotten my own person and suppressed my own feelings. I was 
ashamed because I had not been concious of that until I had a 
conversation about it with a person.",1,
81038,1,8,38,2,24,2,2,8,6,1,7,3,4,4,3,1,2,4,0,0,1,0,3,2,1,3,2,1,2,2,2,1,2,0,2,guilt,4,4,810387,"I had a quarrel with near persons. I said many ill-considered 
things and I regretted it when it was to late.",1,
81039,1,8,39,1,24,0,0,9,6,1,1,3,4,4,1,0,1,2,1,1,0,0,1,1,3,1,0,0,2,5,1,3,3,2,0,joy,4,4,810391,In summer when I was sailing with friends in Greece I felt joy.,1,
81039,1,8,39,1,24,0,0,9,6,1,2,1,2,3,2,0,-1,0,0,0,0,0,0,1,1,3,0,0,2,5,2,2,2,0,0,fear,2,3,810392,"I was riding with a friend in his car. At a speed of 120 km/h on 
the snow-covered motorway I would have liked to get out.",1,
91011,1,9,11,1,35,8,2,5,1,1,7,3,1,3,3,0,2,2,0,0,0,0,2,3,1,3,2,1,1,2,2,1,2,0,0,guilt,1,3,910117,Meeting a male friend with whose wife I was having an affair.,1,
91018,1,9,18,2,22,1,1,6,1,3,1,3,2,3,0,0,1,1,1,1,0,0,0,1,2,1,1,0,2,4,1,3,3,3,0,joy,2,3,910181,"Walking along the beach with a friend (another girl), talking, 
picking up shells, laughing, chasing seagulls.",1,
91018,1,9,18,2,22,1,1,6,1,3,2,4,1,4,3,0,-1,1,0,0,0,0,0,1,2,3,0,0,4,1,0,1,0,1,0,fear,1,4,910182,"Climbing a mountain to see a view, towards the top we suddenly 
came across a ledge with a nearly sheer drop on either side, 
which I had to cross.",1,
91018,1,9,18,2,22,1,1,6,1,3,3,1,1,2,1,0,0,2,-1,0,0,0,1,2,1,3,0,1,2,5,2,1,2,2,0,anger,1,2,910183,"A friend suggested in a round-about way that the reason we were 
late for something was because of me, and that I'm often late. I 
know this was partly true, but felt it unjustified that 
particular time and I felt I couldn't do  anything about it 
anyway (i.e. being late).",1,
91018,1,9,18,2,22,1,1,6,1,3,4,2,4,4,0,1,0,1,-1,0,1,0,0,2,2,3,3,2,2,1,2,0,1,0,2,sadness,4,4,910184,"Talking to a very good friend who had just had a very bad 
experience which was changing his whole way of looking at life 
etc.",1,
91018,1,9,18,2,22,1,1,6,1,3,5,4,4,3,1,0,0,1,0,0,0,0,0,2,1,3,3,0,3,1,2,2,1,1,0,disgust,4,3,910185,"I came across a group of people with the same basic ideas/beliefs 
who were all fighting and going against what they would say was 
good.",1,
91018,1,9,18,2,22,1,1,6,1,3,6,4,3,2,2,0,2,0,-1,0,0,0,0,3,3,3,3,2,3,3,1,1,1,0,0,shame,3,2,910186,"I was working in a job in which I could not work quickly enough, 
and was told that my work was not up to standard.",1,
91018,1,9,18,2,22,1,1,6,1,3,7,2,3,2,0,0,0,0,-1,0,0,1,0,2,1,1,3,0,1,3,2,1,2,0,0,guilt,3,2,910187,"I had wasted some time instead of doing something I needed to do 
to give to a friend. (Also in the time I wasted I had done some 
things I did not consider morally right).",1,
91021,1,9,21,2,18,1,1,5,1,3,1,1,4,3,0,0,1,1,1,1,0,0,1,1,1,1,1,0,2,4,1,3,3,0,0,joy,4,3,910211,On meeting an old friend of mine.,1,
91021,1,9,21,2,18,1,1,5,1,3,2,2,3,4,2,1,0,1,0,0,0,0,0,2,1,3,2,2,2,4,1,2,2,0,1,fear,3,4,910212,When my brother was very late in arriving home from work.,1,
91021,1,9,21,2,18,1,1,5,1,3,3,2,4,2,0,1,0,3,0,0,0,1,2,2,1,3,3,3,2,5,1,1,2,1,1,anger,4,2,910213,During a fight with my best friend.,1,
91021,1,9,21,2,18,1,1,5,1,3,4,3,4,4,2,1,0,2,-1,0,1,0,0,1,2,3,2,0,4,1,0,0,3,0,2,sadness,4,4,910214,When my dog died.,1,
91021,1,9,21,2,18,1,1,5,1,3,5,1,3,3,1,1,0,1,0,0,1,0,0,2,3,2,1,1,3,4,0,0,3,0,2,disgust,3,3,910215,"During a movie in which I saw the effect of white settlers in 
Africa.",1,
91021,1,9,21,2,18,1,1,5,1,3,6,3,4,2,1,1,0,1,0,0,0,0,0,2,1,3,3,2,3,3,1,1,1,2,1,shame,4,2,910216,When I got a bad result for one of my assignments.,1,
91021,1,9,21,2,18,1,1,5,1,3,7,2,3,2,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,4,2,1,2,3,0,guilt,3,2,910217,"Leaving a friend of mine alone at a dance - I felt I should have 
kept her company.",1,
91026,1,9,26,1,27,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy,0,0,910261,"When I realised that I was forgiven by the God who is there, when 
I realised how much God loves me and that my acceptance with him 
is not based on my performance - that he loves me unconditionally 
and showed that love in Christ who died because I do need 
forgiveness.",1,
91026,1,9,26,1,27,1,1,6,1,1,2,4,4,2,0,0,0,0,-1,0,0,0,0,2,0,3,3,1,1,1,3,1,1,0,0,fear,4,2,910262,"Fear - paralysing - that I would not be accepted by the God who I 
believed to be there because I was ""morally bankrupt"" (before 
becoming a Christian and realising that that was why Christ came to 
free us from sin and to forgive us).",1,
91026,1,9,26,1,27,1,1,6,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,2,2,3,0,3,2,5,2,1,2,0,0,anger,3,2,910263,"At my father's treatment of my mother, at his disregard for her, 
and not being committed to her.",1,
91026,1,9,26,1,27,1,1,6,1,1,4,3,3,3,0,1,0,1,-1,0,1,0,0,2,2,3,0,2,2,5,2,1,0,0,2,sadness,3,3,910264,"At a lack of love of my father for my mum, sadness for him more 
than anyone else because he does not realise how much love and 
happiness there could be between them, and is, and how much he is 
damaging himself apart from mum.",1,
91026,1,9,26,1,27,1,1,6,1,1,5,3,3,3,1,1,0,2,-1,1,1,0,0,2,2,1,3,0,1,1,1,1,1,0,2,disgust,3,3,910265,"At what I was capable of of selfishly using others for sexual 
encounters, while I held a vision of having a deepening 
above-board (you know, ""girl next door"") devotion to a girl in my 
head. My drives and actions did not match this so consequently I 
felt disgusted at my failure.",1,
91026,1,9,26,1,27,1,1,6,1,1,6,4,4,4,1,1,0,3,1,1,1,0,0,2,1,1,3,1,1,1,2,1,1,0,2,shame,4,4,910266,"At using other people, because of sexual experience that was 
using another to the detriment of both. Anxiety that I may have 
affected another for the worst.",1,
91026,1,9,26,1,27,1,1,6,1,1,7,1,1,1,1,0,0,0,1,0,0,0,0,2,1,1,1,1,4,4,1,3,3,0,0,guilt,1,1,910267,"For the above: guilt at not living up to my own moral 
expectation, guilt for not being the type of person my patents 
wanted, guilt for just about bloody everything, just realising 
that I have failed drastically in my own eyes.",1,
91112,1,9,112,2,30,0,2,7,1,2,2,4,1,4,4,2,-1,2,0,0,0,0,0,3,2,3,2,0,1,1,0,1,1,1,2,fear,1,4,911122,"I was rock-climbing and absailing & felt OK, but suddenly as I 
was going over the cliff I was hit by fear - I couldn't go on 
absailing down the cliff and had to be actually hauled back up 
it.",1,
91112,1,9,112,2,30,0,2,7,1,2,3,4,3,4,3,1,2,4,-1,0,1,1,2,1,2,3,3,3,2,1,1,0,1,3,2,anger,3,4,911123,"I told my boy friend not to park in a certain place because the
car would ger towed away - he didn't listen and it was towed away. ",1,
91112,1,9,112,2,30,0,2,7,1,2,4,3,4,4,1,2,-1,3,0,0,1,0,1,2,3,3,0,0,2,1,1,2,3,2,3,sadness,4,4,911124,"My sister won a scholarship to Norway and it was particularly as 
she walked across the tarmac to get on the plane and she looked 
back at us.",1,
91112,1,9,112,2,30,0,2,7,1,2,5,3,3,3,2,1,2,3,0,0,0,0,2,1,1,3,0,3,3,1,3,0,1,3,1,disgust,3,3,911125,"I work part-time as a shop-assistant and a customer spoke to me 
very loudly about an Indian man & white woman with children - how 
horrible that was and would I want to have little dark children.",1,
91112,1,9,112,2,30,0,2,7,1,2,6,4,1,2,1,1,2,1,-1,0,0,0,0,3,1,2,2,3,2,4,1,2,1,2,1,shame,1,2,911126,"My mother told my uncle who is a Roman Catholic Priest 
(Redemptist Father) that I had been living in a de-facto 
relationship for three years. He was very, very angry at me.",1,
91112,1,9,112,2,30,0,2,7,1,2,7,2,3,2,0,1,0,2,0,0,0,0,0,2,1,3,0,0,2,3,1,1,1,0,1,guilt,3,2,911127,"I ""snapped"" very abruptly at my mother when she said something 
silly and stupid, (in front of other people) she looked so 
defenceless & hurt & told them that I'm always doing that.",1,
91113,1,9,113,2,19,2,1,8,1,9,1,1,2,2,0,1,1,1,1,0,1,0,0,2,1,1,2,0,2,5,1,3,3,0,2,joy,2,2,911131,"I received a wedding invitation from an ex-flatmate, enclosed was 
a small note that overcame a lot of the differences that had 
arisen between us due to the circumstances in which she left the 
flat.",1,
91113,1,9,113,2,19,2,1,8,1,9,2,3,1,3,3,2,2,0,1,0,0,0,0,3,1,3,0,0,1,5,0,0,0,1,2,fear,1,3,911132,"One afternoon, helping at home on the property, I was 
(mustering) getting in cattle and a bull turned and came for me.",1,
91113,1,9,113,2,19,2,1,8,1,9,3,3,4,3,3,0,2,3,0,0,0,1,3,1,1,3,3,3,3,1,1,1,1,0,0,anger,4,3,911133,"Getting a terrible exam mark, which I couldn't understand the 
reason for, and trying to see a lecturer or tutor, but being 
given the runaround.",1,
91113,1,9,113,2,19,2,1,8,1,9,4,1,1,2,2,1,-1,1,1,0,0,0,0,3,1,1,0,1,1,2,0,0,3,0,1,sadness,1,2,911134,"Watching an old lady running up the street to catch her bus and 
miss it, it reminded me of my own mother and how dreadful it 
would be to be her in the same situation.",1,
91113,1,9,113,2,19,2,1,8,1,9,5,3,4,4,4,1,2,2,0,0,0,1,2,2,1,3,3,3,2,2,2,2,1,3,1,disgust,4,4,911135,"Coming home one night - my sister was home, and had been drinking 
heavily and started picking arguments.",1,
11075,1,1,75,1,23,0,2,7,6,2,2,3,3,4,0,0,-1,1,0,0,0,0,0,0,1,3,0,0,1,1,0,2,0,0,0,fear,3,4,110752,"When I am travelling by car and have to meet an oncoming car 
while overtaking.",1,
11075,1,1,75,1,23,0,2,7,6,2,3,4,4,4,0,1,2,1,0,0,0,0,1,0,1,3,1,0,2,3,3,3,1,0,1,anger,4,4,110753,When a close relative is treated badly.,1,
11075,1,1,75,1,23,0,2,7,6,2,4,4,4,4,0,1,-1,1,0,0,1,0,0,2,2,3,2,1,4,5,0,0,0,0,2,sadness,4,4,110754,When a close friend died.,1,
11075,1,1,75,1,23,0,2,7,6,2,5,3,3,1,0,0,0,1,0,0,1,0,0,1,0,3,2,0,4,1,0,2,0,0,1,disgust,3,1,110755,"When I saw all the starving people in Ethiopia on T.V.  It felt 
awful to see such suffering.",1,
11075,1,1,75,1,23,0,2,7,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110756,[ No response.],1,
11075,1,1,75,1,23,0,2,7,6,2,7,3,3,2,1,1,2,1,0,0,0,1,0,1,3,2,0,0,0,4,2,2,1,1,1,guilt,3,2,110757,When a mistake occurred at work which I was not responsible for.,1,
11076,1,1,76,2,21,8,0,5,1,2,1,1,3,4,2,0,2,1,1,1,0,0,0,1,1,1,1,1,2,4,1,3,3,3,0,joy,3,4,110761,When I called my boyfriend he asked me if I would live with him.,1,
11076,1,1,76,2,21,8,0,5,1,2,2,2,1,4,3,1,-1,0,0,0,0,0,0,2,1,3,0,0,0,1,0,2,0,1,1,fear,1,4,110762,"Last Summer in Italy I was attacked by a dog.It was terrible to 
feel that untidy dirty dog against my naked skin.",1,
11076,1,1,76,2,21,8,0,5,1,2,3,2,1,2,1,0,2,0,0,0,0,0,2,1,3,3,2,3,2,3,3,2,1,3,0,anger,1,2,110763,"When my father's new fiancee treats me like a child.  She does 
not trust me and constantly misunderstands me.  I get 
particularly angry when she says nasty things about my boyfriend 
with whom she works.",1,
11076,1,1,76,2,21,8,0,5,1,2,4,3,4,4,0,1,2,0,1,0,0,0,0,3,1,3,3,1,2,1,1,1,1,0,1,sadness,4,4,110764,"When the guy I was in love with told me that he had met someone 
else and that we would not meet again for a year.  Although we 
did not have a steady relatioship, we were having an affair.",1,
11076,1,1,76,2,21,8,0,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,110765,[ No response.],1,
11076,1,1,76,2,21,8,0,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110766,[ No response.],1,
11076,1,1,76,2,21,8,0,5,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guilt,0,0,110767,[ No response.],1,
11077,1,1,77,2,22,0,2,4,6,2,1,4,4,4,2,0,2,1,0,1,0,0,0,2,1,1,1,1,4,0,1,3,3,0,0,joy,4,4,110771,When my love for a guy was returned.,1,
11077,1,1,77,2,22,0,2,4,6,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,3,0,0,fear,1,2,110772,"When I think of death - not my own but that of my parents, 
brothers and sisters.",1,
11077,1,1,77,2,22,0,2,4,6,2,3,0,3,4,2,0,0,2,0,0,0,0,1,1,2,3,1,3,2,5,1,1,0,0,0,anger,3,4,110773,"My parents did not approve my choice of a boyfriend (now an 
ex-boyfriend).  He happened to be 13 years older than me and he 
was considered completely unsuitable for me.  IDIOT.",1,
11077,1,1,77,2,22,0,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness,0,0,110774,[ No response.],1,
11077,1,1,77,2,22,0,2,4,6,2,5,3,1,3,1,0,0,0,0,0,0,0,0,2,3,0,1,0,2,3,3,3,1,0,0,disgust,1,3,110775,"When my uncle comes (3 times a year) for the traditional 
Christmas dinner with my grandparents and other relatives and is 
very drunk.",1,
11077,1,1,77,2,22,0,2,4,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110776,[ No response.],1,
11077,1,1,77,2,22,0,2,4,6,2,7,2,4,3,1,0,0,0,0,0,0,0,0,2,3,3,2,0,2,4,2,1,1,2,0,guilt,4,3,110777,"I was living at home during the Summer vacations and towards the 
end decided to take some of my clothes and other belongings to 
the appartment in Guttenburg.  When I had finished I went to my 
ex-boyfriend's (relationship uncertain) home and stayed there 
till 5 A.M.  I had to leave then as my parents needed the car for 
work in the morning.  My parents do not like my boyfriend.",1,
11078,1,1,78,2,24,1,2,2,4,2,1,2,4,4,1,0,2,1,0,1,0,0,0,1,1,1,1,1,0,4,1,3,3,0,0,joy,4,4,110781,"I met my present boyfriend on a boat trip to England.  We had 
said that we would call each other when we got back to Sweden (we 
were not going to the same town in England).  As soon as I walked 
in he called from England as he could not wait till he came 
home.",1,
11078,1,1,78,2,24,1,2,2,4,2,2,3,4,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,4,0,0,0,0,0,fear,4,2,110782,When my mother's heart nearly stopped.,1,
11078,1,1,78,2,24,1,2,2,4,2,3,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,3,0,1,0,0,anger,3,2,110783,"There was a sofa in my flat which belonged to the old tenants who
were acquaintances.  It should have been picked up a year ago but
they had postponed it.  Eventually they decided on one date and I
stayed at home despite the fact that I had other things to do. 
They did not come, nor did they call and they still have not got 
in touch with me.",1,
11078,1,1,78,2,24,1,2,2,4,2,4,3,4,3,0,1,0,1,0,0,1,0,0,2,2,3,0,0,0,4,0,1,1,0,2,sadness,4,3,110784,When my ex-boyfriend and I separated.,1,
11078,1,1,78,2,24,1,2,2,4,2,5,2,1,4,2,0,-1,1,0,0,0,0,0,2,1,3,0,0,3,3,0,2,0,0,0,disgust,1,4,110785,"Very intoxicated men who incite each other to fight.   I met a 
vile smelling man on the tram who got closer and closer to me 
till I got up, then he got angry.",1,
11078,1,1,78,2,24,1,2,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110786,[ Do not remember any situation of that kind.],1,
11078,1,1,78,2,24,1,2,2,4,2,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,guilt,1,2,110787,"When my nephew asked me to tell him a story and I simply did not 
have the energy or the will.  When I saw his disappointment I was 
terribly guilty and read a story to him after all.",1,
11079,1,1,79,1,28,0,2,4,1,2,1,2,4,3,0,0,1,1,1,1,0,0,0,1,1,1,2,1,4,5,1,3,3,3,0,joy,4,3,110791,When I fell in love.,1,
11079,1,1,79,1,28,0,2,4,1,2,2,4,2,2,2,1,2,0,0,0,0,0,0,3,3,3,1,3,1,5,2,3,3,0,1,fear,2,2,110792,"Earlier, I was afraid of speaking in front of a crowd of people.",1,
11079,1,1,79,1,28,0,2,4,1,2,3,3,2,2,0,0,0,1,0,0,0,0,1,0,1,3,2,3,2,4,3,2,1,0,0,anger,2,2,110793,A girl I was with went off with another guy.,1,
11079,1,1,79,1,28,0,2,4,1,2,4,4,2,2,1,1,0,0,0,0,0,0,0,1,3,3,2,1,1,5,1,2,2,1,1,sadness,2,2,110794,At set-backs.,1,
11079,1,1,79,1,28,0,2,4,1,2,5,3,3,2,0,0,1,0,0,0,0,0,0,1,1,3,3,1,1,5,1,3,2,0,0,disgust,3,2,110795,"I worked in a harbour and emptied latrine containers from the 
back of the lorries.",1,
11079,1,1,79,1,28,0,2,4,1,2,6,3,3,3,1,1,0,0,-1,0,0,0,0,3,1,3,2,3,1,4,3,1,3,0,1,shame,3,3,110796,The day after the night I drank too much at a party.,1,
11079,1,1,79,1,28,0,2,4,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guilt,0,0,110797,[ Can not think of anything.],1,
11080,1,1,80,2,24,0,2,7,8,1,1,1,3,3,1,0,0,0,1,0,0,0,1,1,2,1,1,0,0,4,0,3,3,3,0,joy,3,3,110801,"When I was accepted as a student of Psychology here at 
Gutttenburg.",1,
11080,1,1,80,2,24,0,2,7,8,1,2,4,1,4,2,0,-1,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,fear,1,4,110802,"I woke up in the middle of the night as I had jumped and shouted 
with fear.  I thought that someone's cold hand or something 
similar had touched my hand.  I crept down under the covers and 
went back to sleep.",1,
11080,1,1,80,2,24,0,2,7,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger,0,0,110803,[ No response.],1,
11080,1,1,80,2,24,0,2,7,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness,0,0,110804,[ No response.],1,
11080,1,1,80,2,24,0,2,7,8,1,5,4,4,3,0,0,2,0,0,0,0,0,0,3,1,3,0,1,2,3,3,1,1,0,0,disgust,4,3,110805,"When I was a young teenager (14)  my brother-in-law to be had 
made heavy advances to me.  I did not understand very well what 
it was all about but I reacted strongly and the feelings are 
still there.",1,
11080,1,1,80,2,24,0,2,7,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110806,[ No response.],1,
11080,1,1,80,2,24,0,2,7,8,1,7,4,4,3,1,1,0,0,0,0,0,0,0,2,3,3,3,3,1,5,0,1,0,0,1,guilt,4,3,110807,"I broke off with my partner as I wanted him as a friend and not 
as a lover.  He reacted very violently and I felt guilty as I 
had made him so desperately unhappy.",1,
11081,1,1,81,2,21,0,2,6,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,4,1,3,3,1,0,joy,1,2,110811,I made dinner for some friends and they appreciated it very much.,1,
11081,1,1,81,2,21,0,2,6,0,1,2,1,1,3,2,0,-1,1,0,0,0,0,0,2,1,3,2,1,0,4,1,2,2,0,0,fear,1,3,110812,I was nearly knocked down while I was cycling.,1,
11081,1,1,81,2,21,0,2,6,0,1,3,2,1,1,0,0,0,2,0,0,0,0,1,1,1,2,2,3,0,0,1,2,3,3,0,anger,1,1,110813,"My father and I had an argument because I do not help enough at 
home.",1,
11081,1,1,81,2,21,0,2,6,0,1,4,4,4,3,0,2,0,1,-1,0,1,0,0,1,3,3,2,1,0,5,1,3,1,0,3,sadness,4,3,110814,[ No response.],1,
11081,1,1,81,2,21,0,2,6,0,1,5,4,4,4,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,3,1,1,0,0,disgust,4,4,110815,"I had intercourse with someone and then I realized that what I 
had done was wrong and it disgusted me.",1,
11081,1,1,81,2,21,0,2,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,110816,[ Do not know.],1,
11081,1,1,81,2,21,0,2,6,0,1,7,3,3,3,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,5,2,1,1,0,0,guilt,3,3,110817,I said nasty things which I did not mean to a friend.,1,
11082,1,1,82,2,22,1,1,6,7,1,1,1,2,4,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,0,1,3,3,0,0,joy,2,4,110821,After intercourse.,1,
11082,1,1,82,2,22,1,1,6,7,1,2,1,2,2,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,fear,2,2,110822,Disappointment over a friend.,1,
11082,1,1,82,2,22,1,1,6,7,1,3,4,2,4,3,0,0,2,1,0,0,1,1,1,0,3,0,3,0,0,0,0,0,3,0,anger,2,4,110823,Quarrelled with my younger brother.,1,
11082,1,1,82,2,22,1,1,6,7,1,4,1,2,3,0,1,0,1,0,0,1,0,0,1,3,3,2,0,2,0,1,1,1,2,2,sadness,2,3,110824,When I woke up after a nightmare.,1,
11082,1,1,82,2,22,1,1,6,7,1,5,4,1,2,1,0,0,0,0,0,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,disgust,1,2,110825,Helping older people on the toilet.,1,
